,zpid,detailUrl,price,address,addressStreet,addressCity,addressState,addressZipcode,zestimate,info2String,info6String,streetViewMetadataURL,streetViewURL,isPropertyResultCDP,builderName,lotAreaString,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Neighborhood
11541,58685900,https://www.zillow.com/homedetails/400-N-Sheridan-Blvd-Denver-CO-80219/58685900_zpid/,"$399,900","400 Sheridan Boulevard, Lakewood, CO 80226",400 Sheridan Boulevard,Denver,CO,80219,399901.0,,,,,,,,2012.0,,,,,,,,,,,$147K,$149K,Barnum West
11542,58685900,https://www.zillow.com/homedetails/400-N-Sheridan-Blvd-Denver-CO-80219/58685900_zpid/,"$399,900","400 Sheridan Boulevard, Lakewood, CO 80226",400 Sheridan Boulevard,Denver,CO,80219,399901.0,,,,,,,,2011.0,,,,,,,,,,,,,Barnum West
11543,58685900,https://www.zillow.com/homedetails/400-N-Sheridan-Blvd-Denver-CO-80219/58685900_zpid/,"$399,900","400 Sheridan Boulevard, Lakewood, CO 80226",400 Sheridan Boulevard,Denver,CO,80219,399901.0,,,,,,,,2010.0,,,,,,,,,,,,,Barnum West
11544,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2022.0,$2.3M,$2.3M,$2.5M,$2.6M,$2.6M,$2.6M,$2.5M,$2.5M,$2.4M,$2.2M,$2.2M,,University Park
11545,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2021.0,$1.8M,$1.8M,$1.8M,$1.9M,$2M,$2M,$2.1M,$2.1M,$2.1M,$2.1M,$2.2M,$2.2M,University Park
11546,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2020.0,$1.7M,$1.7M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.7M,$1.8M,University Park
11547,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2019.0,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.7M,$1.7M,$1.7M,$1.7M,University Park
11548,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2018.0,$1.6M,$1.7M,$1.7M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,$1.8M,University Park
11549,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2017.0,$1.5M,$1.5M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.6M,$1.7M,University Park
11550,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2016.0,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.4M,$1.5M,$1.5M,University Park
11551,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2015.0,$1.3M,$1.4M,$1.4M,$1.4M,$1.3M,$1.3M,$1.4M,$1.3M,$1.4M,$1.4M,$1.4M,$1.4M,University Park
11552,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2014.0,$1.2M,$1.2M,$1.2M,$1.2M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,$1.3M,University Park
11553,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2013.0,$1.1M,$1.1M,$1.1M,$1.1M,$1.3M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,$1.2M,University Park
11554,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2012.0,,,,,,,,,,,$1M,$1.1M,University Park
11555,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2011.0,,,,,,,,,,,,,University Park
11556,13374948,https://www.zillow.com/homedetails/2565-S-Milwaukee-St-Denver-CO-80210/13374948_zpid/,"$2,275,000","2565 S Milwaukee Street, Denver, CO 80210",2565 S Milwaukee Street,Denver,CO,80210,2238773.0,,,,,,,,2010.0,,,,,,,,,,,,,University Park
11557,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2022.0,$594.9K,$600.6K,$652.7K,$677.2K,$679.5K,$621.6K,$530K,$749.1K,$773.6K,$799.3K,$789.2K,,Cole
11558,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2021.0,$599.6K,$609.2K,$621K,$657.8K,$669.1K,$636.2K,$617K,$592.7K,$583.9K,$587.7K,$588.1K,$586.4K,Cole
11559,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2020.0,$549.1K,$554.6K,$562.2K,$565.5K,$563.1K,$564.6K,$565.6K,$568.3K,$574.7K,$576.7K,$587.9K,$593.6K,Cole
11560,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2019.0,$494.6K,$505.8K,$508K,$501.1K,$505.4K,$514.4K,$521.5K,$519.2K,$540.9K,$541.8K,$545.2K,$545.5K,Cole
11561,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2018.0,$467.1K,$460.7K,$468.1K,$476.8K,$480.6K,$491.9K,$486.5K,$492.5K,$497.5K,$493.3K,$491.9K,$500.7K,Cole
11562,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2017.0,$422.8K,$430.1K,$445.8K,$442.8K,$462.5K,$474.7K,$477.1K,$475.5K,$480K,$483.5K,$508.8K,$503.2K,Cole
11563,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2016.0,$405.5K,$404.5K,$403.3K,$406.1K,$410.9K,$415K,$412.2K,$415.6K,$413.6K,$416.7K,$418.8K,$430.2K,Cole
11564,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2015.0,$336.8K,$340.5K,$348.4K,$357.1K,$366.3K,$377.7K,$374.1K,$379.8K,$383.9K,$390.8K,$394.7K,$398.9K,Cole
11565,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2014.0,$302.8K,$300.1K,$309.7K,$312.7K,$337K,$339.2K,$326.9K,$332.3K,$334.9K,$353.2K,$357.8K,$360.4K,Cole
11566,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2013.0,$233.7K,$236.4K,$246.2K,$265.6K,$290K,$270.6K,$268.5K,$272.1K,$271.3K,$278.3K,$289.1K,$294.6K,Cole
11567,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2012.0,,,,,,,,,,,$239.2K,$233K,Cole
11568,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2011.0,,,,,,,,,,,,,Cole
11569,13305226,https://www.zillow.com/homedetails/3244-N-Gaylord-St-Denver-CO-80205/13305226_zpid/,"$790,000","3244 N Gaylord Street, Denver, CO 80205",3244 N Gaylord Street,Denver,CO,80205,781092.0,,,,,,,,2010.0,,,,,,,,,,,,,Cole
11570,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2022.0,$560.1K,$575.7K,$605.1K,$616.6K,$613.2K,$610.9K,$609.3K,$608.5K,$615.8K,$616.1K,$616.9K,,Gateway - Green Valley Ranch
11576,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2021.0,$444.4K,$449.4K,$452.9K,$479.2K,$489.1K,$519.9K,$530.8K,$530.6K,$533.9K,$540.5K,$546.1K,$553.3K,Gateway - Green Valley Ranch
11582,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2020.0,$406.5K,$410.6K,$414.5K,$417.7K,$420.4K,$422K,$423.1K,$424.3K,$421.6K,$424.6K,$434.2K,$439K,Gateway - Green Valley Ranch
11588,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2019.0,$409.1K,$407K,$411.6K,$410.7K,$416.8K,$416.9K,$414.6K,$413.2K,$402.9K,$403.2K,$406.1K,$406.5K,Gateway - Green Valley Ranch
11594,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2018.0,$379.6K,$389K,$397.6K,$401.7K,$404K,$403.6K,$400.8K,$403.5K,$408.8K,$411.8K,$409.7K,$408.1K,Gateway - Green Valley Ranch
11600,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2017.0,$353.3K,$361.7K,$366K,$361.9K,$364.9K,$364.9K,$365.1K,$358.3K,$366.4K,$372.1K,$374.4K,$370.9K,Gateway - Green Valley Ranch
11606,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2016.0,$327.5K,$333K,$343.9K,$344.9K,$345.3K,$341.2K,$338.8K,$338.5K,$339.7K,$342.9K,$346.6K,$350K,Gateway - Green Valley Ranch
11612,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2015.0,$296.3K,$302.5K,$298K,$301.4K,$293.5K,$297.6K,$303.3K,$313.1K,$317.2K,$318.6K,$319.4K,$325.1K,Gateway - Green Valley Ranch
11618,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2014.0,$256.5K,$263.4K,$270.2K,$274.7K,$265.3K,$266.8K,$276.7K,$277.9K,$272.8K,$272.4K,$285.4K,$292.6K,Gateway - Green Valley Ranch
11624,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2013.0,$208.8K,$204.2K,$216.1K,$223.2K,$227.6K,$241.1K,$245.4K,$236.2K,$229.7K,$235.2K,$242.8K,$249.5K,Gateway - Green Valley Ranch
11630,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2012.0,,,,,,,,,,,$215K,$211.4K,Gateway - Green Valley Ranch
11636,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2011.0,,,,,,,,,,,,,Gateway - Green Valley Ranch
11642,13274862,https://www.zillow.com/homedetails/18971-E-43rd-Ave-Denver-CO-80249/13274862_zpid/,"$615,000","18971 E 43rd Avenue, Denver, CO 80249",18971 E 43rd Avenue,Denver,CO,80249,615800.0,,,,,,,,2010.0,,,,,,,,,,,,,Gateway - Green Valley Ranch
11648,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2022.0,$504.1K,$523.2K,$567K,$582.1K,$581.9K,$574.3K,$561.8K,$546.8K,$575K,$554.9K,$540.7K,,Barnum West
11649,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2021.0,$453.7K,$461.1K,$459.6K,$482.7K,$500K,$511.9K,$509.3K,$496.4K,$491.5K,$493.8K,$494.9K,$498.8K,Barnum West
11650,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2020.0,$406.1K,$409.8K,$408.7K,$409.4K,$412.4K,$413.9K,$416.4K,$421K,$411.8K,$437.8K,$441.1K,$449.9K,Barnum West
11651,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2019.0,$392.7K,$392.8K,$390.1K,$393.3K,$399.5K,$406.3K,$404.1K,$403.5K,$397.6K,$398K,$399.7K,$405.5K,Barnum West
11652,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2018.0,$360.7K,$362.8K,$359.5K,$366.1K,$360.6K,$371.9K,$380.3K,$382.8K,$380.5K,$383.4K,$390.3K,$393.7K,Barnum West
11653,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2017.0,$339K,$336.6K,$349.8K,$348.1K,$353.5K,$356.5K,$354.2K,$352.2K,$354.6K,$359.1K,$357.8K,$357K,Barnum West
11654,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2016.0,$306.4K,$309.9K,$307.9K,$310.4K,$317.1K,$323.3K,$321.6K,$328.1K,$328.3K,$329K,$329.4K,$331.2K,Barnum West
11655,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2015.0,$238.4K,$241.5K,$247.1K,$248.3K,$268.3K,$277K,$280.2K,$283.4K,$287.7K,$293.4K,$291.8K,$296.4K,Barnum West
11656,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2014.0,$195.7K,$203.2K,$213.5K,$211.4K,$220.2K,$224K,$224.6K,$233.4K,$232.3K,$236.9K,$246.4K,$251K,Barnum West
11657,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2013.0,$162.3K,$164.1K,$166.4K,$167.2K,$180.1K,$183.9K,$188.7K,$191.4K,$187.4K,$186.7K,$189.1K,$190.9K,Barnum West
11658,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2012.0,,,,,,,,,,,$153.9K,$161.2K,Barnum West
11659,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2011.0,,,,,,,,,,,,,Barnum West
11660,13339267,https://www.zillow.com/homedetails/535-Zenobia-St-Denver-CO-80204/13339267_zpid/,"$545,000","535 Zenobia Street, Denver, CO 80204",535 Zenobia Street,Denver,CO,80204,540688.0,,,,,,,,2010.0,,,,,,,,,,,,,Barnum West
11661,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2022.0,,,,,$544.1K,$538.3K,$527.3K,$523.7K,$530.7K,$524.8K,$536.5K,,West Colfax
11662,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2021.0,,,,,,,,,,,,,West Colfax
11663,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2020.0,,,,,,,,,,,,,West Colfax
11664,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2019.0,,,,,,,,,,,,,West Colfax
11665,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2018.0,,,,,,,,,,,,,West Colfax
11666,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2017.0,,,,,,,,,,,,,West Colfax
11667,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2016.0,,,,,,,,,,,,,West Colfax
11668,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2015.0,,,,,,,,,,,,,West Colfax
11669,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2014.0,,,,,,,,,,,,,West Colfax
11670,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2013.0,,,,,,,,,,,,,West Colfax
11671,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2012.0,,,,,,,,,,,,,West Colfax
11672,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2011.0,,,,,,,,,,,,,West Colfax
11673,337665097,https://www.zillow.com/homedetails/1284-N-Winona-Ct-Denver-CO-80204/337665097_zpid/,"$545,000","1284 Winona Court, Denver, CO 80204",1284 Winona Court,Denver,CO,80204,536652.0,,,,,,,,2010.0,,,,,,,,,,,,,West Colfax
11674,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2022.0,$799K,$851.5K,$767.5K,$783.6K,$793K,$790.5K,$781.1K,$768.9K,$785.8K,$1.1M,$1.1M,,Hampden South
11675,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2021.0,$653.7K,$680.4K,$689.1K,$705.7K,$719.8K,$727.7K,$721.3K,$703.8K,$694.7K,$826.6K,$825.3K,$799.6K,Hampden South
11676,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2020.0,$592.9K,$610.3K,$619.9K,$624.3K,$626.1K,$597.5K,$594.4K,$601K,$621K,$633.7K,$636.5K,$645.6K,Hampden South
11677,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2019.0,$601.5K,$600.4K,$600.1K,$615.5K,$603.3K,$606K,$601.9K,$602.4K,$586.5K,$584.5K,$583.8K,$587.1K,Hampden South
11678,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2018.0,$569K,$578.4K,$610.1K,$606.9K,$599.6K,$597.1K,$607.1K,$611.2K,$544.9K,$539.7K,$534.6K,$534.6K,Hampden South
11679,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2017.0,$528.4K,$539.3K,$551.4K,$550.3K,$544.2K,$549.6K,$560.1K,$551.9K,$552.8K,$546.4K,$554.6K,$561.9K,Hampden South
11680,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2016.0,$508.7K,$510.2K,$514.6K,$525.4K,$553.2K,$542.5K,$538.8K,$531.3K,$532.8K,$536.5K,$531.2K,$537.6K,Hampden South
11681,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2015.0,$451.2K,$447.5K,$447.5K,$448.3K,$481.3K,$488.1K,$487K,$485.7K,$509.3K,$516.3K,$521.9K,$525.5K,Hampden South
11682,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2014.0,$357.3K,$360.8K,$367.2K,$376.9K,$395.1K,$388.3K,$396.7K,$406.5K,$405.5K,$416K,$417.3K,$438.9K,Hampden South
11683,13423065,https://www.zillow.com/homedetails/4084-S-Quince-St-Denver-CO-80237/13423065_zpid/,"$1,120,000","4084 S Quince Street, Denver, CO 80237",4084 S Quince Street,Denver,CO,80237,1111703.0,,,,,,,,2013.0,$348.9K,$357.4K,$350.7K,$347.6K,$357.8K,$365K,$378.1K,$371.4K,$366.9K,$358.8K,$352.6K,$355.6K,Hampden South
