Neighborhood,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
Whittier,2021,778950,781275,785925,839350,858675,857125,851600,831650,821375,846200,845000,840825
Whittier,2022,836575,845450,913725,971500,972700,918125,884450,849725,845775,920175,911250,0
North Park Hill,2017,434191,444425,450658,449958,455525,456733,459741,459250,461866,465033,471250,481425
North Park Hill,2018,478158,477816,492458,495033,498341,499808,503950,506166,506008,510808,513941,520808
North Park Hill,2019,524708,526658,526250,531000,523016,523208,518291,516808,516375,517733,517691,519300
North Park Hill,2020,524808,530091,541416,539166,540333,541583,540633,543883,555341,564175,567541,576933
North Park Hill,2021,589083,594850,600991,632550,646591,646275,642483,626091,611191,618966,618975,622100
North Park Hill,2022,628175,638966,705858,725825,726708,851508,843350,816883,801400,800600,798741,0
Goldsmith,2017,275850,281150,282725,282600,287225,281025,284300,288325,287000,287500,292425,294075
Goldsmith,2018,284000,289250,302400,309750,313250,317300,319250,319175,320675,323050,324550,325125
Goldsmith,2019,322850,326300,327050,331250,328850,326025,325450,325650,326400,330075,328600,323750
Goldsmith,2020,324475,324400,326700,327100,333100,339625,344450,340400,341775,348200,354425,357825
Goldsmith,2021,359000,363325,366525,380425,389925,387700,389200,386300,388325,395000,396800,401250
Goldsmith,2022,407225,419625,446425,456325,456200,448650,436250,424450,434375,424825,408700,0
Berkeley,2017,491672,492890,502700,498809,492563,495036,498463,501445,503127,514381,517972,519654
Berkeley,2018,513409,520181,539418,546309,549590,554390,557881,555927,557236,561645,564318,573245
Berkeley,2019,573481,569990,569954,568600,566281,565127,569418,567390,560281,559081,560645,560781
Berkeley,2020,560290,563127,569518,571500,569081,572281,571563,573781,570945,583900,596245,597672
Berkeley,2021,603981,626227,632954,659218,675836,709954,715490,706881,701809,707854,714600,716472
Berkeley,2022,720754,747563,795190,813900,816727,815163,917654,893100,879545,958954,945881,0
Highland,2017,389130,402200,405730,410007,411238,410846,412069,415800,415230,413669,413353,415046
Highland,2018,447600,448169,470492,463415,462507,465530,466761,468030,470415,473907,469076,458115
Highland,2019,464184,459784,462700,458315,464730,462923,465361,459615,517123,517576,516100,518915
Highland,2020,519300,544884,546469,542800,548653,599192,521692,521461,552800,567000,614369,623300
Highland,2021,627092,631307,630092,680684,704292,751953,742630,771338,778776,786107,787484,798761
Highland,2022,822838,845069,839907,865753,873838,866807,841123,892738,962115,957576,995800,0
Ruby Hill,2017,274683,281516,290250,291833,296016,301116,301033,304966,309033,312000,313466,317016
Ruby Hill,2018,311450,314650,318583,322633,328000,331533,333900,336050,336616,336716,337483,337383
Ruby Hill,2019,339583,341233,343133,345450,333216,333016,333916,342583,360950,358766,358133,343583
Ruby Hill,2020,357866,360466,363266,363116,362550,365316,367533,368400,370583,376333,382266,386666
Ruby Hill,2021,392133,398033,404183,425200,435183,435583,436316,427016,425216,426416,426083,426933
Ruby Hill,2022,429516,437450,487366,508216,508083,498216,484383,472316,476733,458250,444533,0
West Highland,2017,432752,437847,450600,455110,457536,459115,446889,449105,449247,466368,470457,468352
West Highland,2018,470894,477931,456889,464400,467894,470926,491657,493626,495284,496457,505100,511252
West Highland,2019,517000,510284,510942,528947,528563,531757,530778,529884,516431,516510,516515,517915
West Highland,2020,521105,526836,531931,530005,532584,543968,538863,547200,553984,561678,546368,573784
West Highland,2021,579094,590015,665742,604863,621473,649942,641184,640021,641026,642631,656000,670173
West Highland,2022,679826,703384,753984,777547,890800,863415,920757,883252,880073,872057,937005,0
Union Station,2017,871555,877533,879161,884177,871794,895133,883972,879538,880233,871855,882538,890777
Union Station,2018,914272,910388,964900,975311,984588,985694,980416,975783,993027,988777,992055,1000294
Union Station,2019,993805,987483,987661,976827,980311,982172,981694,1006511,1247255,1247916,1249005,1249761
Union Station,2020,1246444,1304122,1314722,1324744,1328872,1332644,1306155,1284061,1340422,1342872,1378738,1392200
Union Station,2021,1325738,1427944,1440750,1480844,1501161,1469994,1445294,1440350,1422216,1319255,1332883,1335516
Union Station,2022,1350377,1601738,1625377,1630816,1709566,1705366,1592372,1555522,1609566,1651111,1659872,0
Civic Center,2017,405366,411800,418966,419966,422033,423433,419900,417233,418733,414966,420300,425266
Civic Center,2018,427400,433133,445766,451133,451533,454933,461000,463666,463366,464700,467733,474366
Civic Center,2019,472766,474000,469166,470066,468700,468100,465600,468700,454533,455433,456500,458133
Civic Center,2020,457600,455066,453866,454933,457266,452200,451966,452066,456966,460133,459366,455200
Civic Center,2021,461266,469366,473100,497366,511233,500766,492566,484533,483066,490533,493333,497100
Civic Center,2022,501766,510233,535733,544700,547833,542833,533800,524366,505600,485266,451333,0
Westwood,2017,223988,225122,229033,241655,244555,248733,250155,252722,254688,255833,254577,260644
Westwood,2018,261566,265566,270355,271988,272911,273544,277288,279277,281044,281733,282322,284133
Westwood,2019,285133,284544,283088,286566,286111,285066,287466,287544,287088,288788,291933,293455
Westwood,2020,294388,296022,297211,294644,295255,298700,301355,306077,306333,312933,320055,323588
Westwood,2021,327055,331922,340933,362444,354877,348388,358355,351911,349622,351100,359366,358677
Westwood,2022,359866,366033,393955,410033,422355,421444,409155,397988,389888,381822,371177,0
Jefferson Park,2017,293328,295257,299742,308614,312300,315314,313714,315900,318242,320300,327285,328885
Jefferson Park,2018,391542,396157,394357,400857,403328,401257,397185,398042,396500,400200,400228,399214
Jefferson Park,2019,401214,402028,406642,408528,404985,405185,404542,405714,485471,482428,480214,483300
Jefferson Park,2020,484171,484642,491014,493542,492514,484414,484842,485100,489014,493528,493528,496914
Jefferson Park,2021,502671,509257,511700,526785,538628,549900,551157,545300,545342,551985,556942,563742
Jefferson Park,2022,569728,587885,621542,632885,900642,918714,908828,854557,866571,861400,850042,0
Northeast Park Hill,2017,367700,375900,390500,387250,387500,385550,387250,391100,394400,397000,399100,401150
Northeast Park Hill,2018,396550,395650,406500,411350,410450,412150,412550,403550,399650,404700,408050,406500
Northeast Park Hill,2019,405750,408250,406050,407750,405300,403450,403650,415750,410500,410700,406950,404650
Northeast Park Hill,2020,406050,411200,417550,421850,424950,426850,422500,424100,425700,428550,439100,447100
Northeast Park Hill,2021,453000,459800,468250,499550,521500,504550,490950,476500,471100,472700,476600,479050
Northeast Park Hill,2022,486500,497400,544750,566300,564850,554700,537500,550300,530350,512050,525900,0
Belcaro,2017,643030,668570,680460,672050,676770,691200,693130,691120,688040,688070,689520,689560
Belcaro,2018,686160,678520,696250,709760,713010,714030,725480,729770,722870,734170,744270,740250
Belcaro,2019,759990,738000,739660,734670,741410,757620,749410,752360,796020,795180,794000,798650
Belcaro,2020,799390,815620,817900,820380,814240,1003570,1002040,999510,848040,856180,862890,871010
Belcaro,2021,882070,1066420,1062720,1091760,1135330,1145080,1156920,1149450,1157510,1158770,1169870,1183420
Belcaro,2022,1206530,1242010,1335110,1374380,1609580,1586060,1543230,1739870,1757520,1952860,1949520,0
Central Park,2017,461290,470816,478260,476430,477006,479940,479463,477790,479253,475540,479023,481770
Central Park,2018,519493,524816,529793,534573,537093,537486,537050,538033,542770,546420,545446,545983
Central Park,2019,550520,550033,549780,552796,551626,555763,554650,552316,555683,553346,552653,554016
Central Park,2020,555336,564020,587596,610370,605860,676680,613220,610653,676593,686370,691870,701283
Central Park,2021,706846,711273,723076,756596,770460,794323,803556,794633,793760,800050,811566,820916
Central Park,2022,831076,856083,909066,944110,950643,931570,910730,908863,906376,883506,870843,0
Windsor,2017,314822,319711,324144,325888,333922,336144,339188,337244,338444,341922,345344,347922
Windsor,2018,349622,351455,358177,358777,362800,366055,367455,362444,364988,368655,370511,372966
Windsor,2019,373222,369666,369800,370433,369644,368244,368366,365488,362977,362122,359922,361133
Windsor,2020,362733,364433,370033,375000,374744,373600,370411,370133,373188,379422,379688,388455
Windsor,2021,385322,392077,392355,412244,417400,435433,442422,437222,437177,442422,448055,453177
Windsor,2022,458688,472111,506600,517277,514011,508722,503655,489377,482711,495322,494988,0
Cheesman Park,2017,407611,410911,413977,414866,418100,418244,416644,417055,414988,417033,429333,421222
Cheesman Park,2018,437644,438777,451155,455366,459355,459722,463133,465977,464766,463655,477422,482144
Cheesman Park,2019,481188,481133,479166,464777,464444,475455,475088,473222,497111,496433,497177,498200
Cheesman Park,2020,498500,510677,514911,516622,517044,505988,516833,515388,513077,513944,473388,497588
Cheesman Park,2021,498711,510588,510600,543022,536766,535255,487744,475500,474877,476477,477466,479188
Cheesman Park,2022,480688,506933,526677,553255,554766,552100,525255,579344,601155,593088,584822,0
Athmar Park,2017,286987,292250,297650,299762,300812,302937,307500,311050,312862,313337,316950,320762
Athmar Park,2018,319100,323850,336862,340600,345512,347100,350525,355987,357325,365137,365262,368450
Athmar Park,2019,368737,368737,368700,368400,364237,365025,366487,362300,363275,362537,364200,366087
Athmar Park,2020,368950,372850,376387,377387,375212,376812,381375,384162,385125,392275,399837,405687
Athmar Park,2021,394800,399525,403012,424462,433887,433987,432875,424000,426512,432125,433987,436500
Athmar Park,2022,440300,448862,483600,499750,500212,502587,487125,472625,469125,476037,467325,0
Southmoor Park,2017,376200,376100,384280,383760,385620,388920,386900,389020,392960,393540,395460,400620
Southmoor Park,2018,395200,392600,404040,409280,408140,410480,414440,417080,415680,422640,412240,407320
Southmoor Park,2019,402680,406180,406300,405300,397880,397420,406520,404500,420800,417160,413700,414820
Southmoor Park,2020,417620,419180,427680,430040,425980,427020,427420,431540,460380,467620,468820,473940
Southmoor Park,2021,423600,430460,438920,466840,475300,465240,459180,448120,444200,447860,451100,455280
Southmoor Park,2022,478320,491540,528440,539980,526560,514140,466880,526140,526220,612760,608860,0
Chaffee Park,2017,297050,303175,312450,316375,323700,322850,323900,330600,331475,333100,338125,341125
Chaffee Park,2018,337550,341375,342325,353050,353475,353800,356325,352875,353875,350700,354100,354225
Chaffee Park,2019,357150,360725,360175,363150,360300,366800,364950,370450,352925,354000,359275,359350
Chaffee Park,2020,360550,364600,372750,373100,374700,369725,361500,361525,366325,378825,393550,401000
Chaffee Park,2021,408350,415375,419850,433650,447700,434450,420925,406275,400275,402200,404175,405550
Chaffee Park,2022,410100,416950,460400,482875,482850,485250,479700,471225,471100,533100,523425,0
University,2017,446890,454036,465300,463718,515072,506290,503672,510600,502254,502027,507481,504145
University,2018,509900,512190,513227,518490,520809,518109,517245,516363,518272,523145,525272,534763
University,2019,534854,533500,540290,540881,534672,539036,540481,540009,564827,555763,563963,565036
University,2020,569200,570272,576390,580509,580172,581036,582536,581490,575290,584554,608518,615009
University,2021,621054,637609,644809,682972,698263,705918,702354,692245,690827,695809,707572,711354
University,2022,730781,750490,801872,824863,929463,936009,900327,871609,848545,971654,951963,0
Five Points,2017,692830,709490,707940,709800,727850,741710,731830,738870,739610,731570,736900,730710
Five Points,2018,721930,714980,705740,715690,720880,706320,708310,713440,718680,719240,716200,720670
Five Points,2019,719710,738020,742600,751190,736060,733260,732860,731220,735210,742980,742190,743820
Five Points,2020,746480,750490,756900,771020,758290,773400,777380,778520,775350,803920,819550,839470
Five Points,2021,842280,848800,864170,909380,883570,892200,876800,898470,899990,904430,905950,910150
Five Points,2022,915790,939540,1015180,1032160,968090,981280,943980,970860,964890,987780,978320,0
Elyria Swansea,2017,98950,99450,102000,106800,111000,110200,112000,110350,112000,109950,112900,111500
Elyria Swansea,2018,115650,120400,120600,121800,121400,107550,107550,107500,123950,124800,127600,123500
Elyria Swansea,2019,124850,126850,131000,129650,132100,130450,131550,134250,118800,118900,120200,120350
Elyria Swansea,2020,118200,116300,113900,112400,108400,109450,111050,110300,258350,255600,263350,122950
Elyria Swansea,2021,121050,127300,135450,313100,146250,149350,151500,150850,149800,152200,152000,154000
Elyria Swansea,2022,156700,161450,339550,341950,341050,319350,318850,316100,347700,438950,439450,0
Washington Park West,2017,557083,561858,574458,575750,578666,579708,578666,581241,591116,590233,592725,593325
Washington Park West,2018,590333,592875,639725,649150,650650,653300,647633,647533,648775,648941,648366,653858
Washington Park West,2019,644925,642625,642966,644691,643133,634900,640350,631308,671816,669466,665966,665616
Washington Park West,2020,665258,685150,686516,690433,690191,692508,694183,695541,699675,677191,650833,664483
Washington Park West,2021,672508,680308,699391,723700,743841,765416,780208,771791,775641,785908,785366,795200
Washington Park West,2022,809416,830866,923641,916058,911225,903741,934591,907850,947158,1048533,1071316,0
